H2O,CO2,NH3,HCO3-,H+,NH4+,CO32-,OH-,NH2COO-,CH4,Ar,Kr,Xe,pH
0.9999891119127768,6.036782204924554e-05,0.0005877183721015023,0.004450654288885068,1.0656270779743226e-10,0.005175427251459492,0.00011085368706602205,4.4335551953209156e-08,0.0005030213594531354,0.0003182422617408934,3.393411013362082e-07,3.9179468576324185e-07,5.907529059412504e-07,8.228031040262797
0.9999889425633615,7.229031214476174e-05,0.0005230220246063333,0.0046126545168914766,1.2218907675074737e-10,0.00528185071444988,0.00010157737123788593,3.8519739112389264e-08,0.0004660030575325955,0.00032817561374674434,3.485794541830719e-07,4.022401931358663e-07,6.059820340696428e-07,8.168603830933238
0.999988772001297,8.655462338182126e-05,0.000464149892610361,0.004770124430680219,1.4034598806869636e-10,0.005384952841159715,9.261177611439184e-05,3.340070461779178e-08,0.0004295715978920848,0.0003381118071644562,3.5781728311166187e-07,4.1266543269219326e-07,6.212283945212699e-07,8.108436137784672
0.999988609623213,0.00010406651923728795,0.0004080790881064923,0.004922410315316018,1.6237266978395747e-10,0.0054809144540929645,8.359805346868313e-05,2.875041320037582e-08,0.0003912794437990479,0.0003476885044690376,3.668076093182013e-07,4.227838205859455e-07,6.358892448831859e-07,8.045123138117031
0.9999884498994706,0.00012560978154762503,0.0003559660909966448,0.005069276060755425,1.8903018112494438e-10,0.005571650087139676,7.477589549777594e-05,2.458929026225612e-08,0.00035279783512861716,0.00035858941819129494,3.756831034910115e-07,4.327559668051444e-07,6.503370979513495e-07,7.979104849831835
0.9999882896501207,0.00015147296144741885,0.0003096902856049417,0.005208236256012365,2.2033007227484675e-10,0.005657873972243443,6.65617527611124e-05,2.1000573910470242e-08,0.00031649343046501535,0.00036798145528484636,3.8456707230425013e-07,4.4276353048156504e-07,6.649094110095461e-07,7.912562153789514
0.9999881326549315,0.00018308747730767889,0.0002675567194203962,0.005338966373590556,2.580947168968814e-10,0.005737731207717398,5.876205966851032e-05,1.7843771164435456e-08,0.0002812231291133745,0.0003772063745604952,3.933216274530487e-07,4.5263485962621595e-07,6.792076481966491e-07,7.843856747732052
0.9999879887372871,0.00022089745255898186,0.00022981733918399063,0.005455534110443061,3.0315435126731176e-10,0.005806029086259691,5.1510857792071484e-05,1.5121688383212953e-08,0.0002474584416984557,0.0003875733661701435,4.018791579303356e-07,4.621850431430887e-07,6.930629128345027e-07,7.7739719938390515
0.9999878425029992,0.0002659511103798782,0.00019711509186385315,0.005562745665060207,3.560020334023064e-10,0.005869719015080767,4.5007943650791064e-05,1.2814610811433263e-08,0.00021694500411019964,0.00039643669944769563,4.1043421184157295e-07,4.7178210677244134e-07,7.069773885257297e-07,7.704183257936209
0.9999877021543121,0.00031844720181646845,0.00016900894197394555,0.005656773919740732,4.171562736538327e-10,0.005924821265118041,3.925382064878784e-05,1.0882646968093945e-08,0.0001895292385890402,0.00040666524295052435,4.189221696835062e-07,4.812847850381098e-07,7.207016708927669e-07,7.635336896187683
0.9999875676443518,0.00037834381317650324,0.00014522646373201745,0.005737555408534058,4.865625050411352e-10,0.005971523009413482,3.426162055802578e-05,9.28454483781539e-09,0.00016543556178103902,0.0004151780060094707,4.2730180146883177e-07,4.906955873540826e-07,7.342423487342194e-07,7.568496978388183
0.999987438900703,0.0004451918689657689,0.00012534281501719907,0.005805641226460335,5.637292868825076e-10,0.00601028070881788,2.999793157846515e-05,7.974333060279748e-09,0.00014463620859685695,0.0004250677149428287,4.356143786236244e-07,4.999707953036781e-07,7.476735334940486e-07,7.504564963335101
0.9999873143391292,0.0005189856213281129,0.00010869965135465393,0.005862682132809944,6.486856509930697e-10,0.006042169068027929,2.6363835301807484e-05,6.8957509005602165e-09,0.00012675301754912075,0.0004347768661850482,4.4381906131826934e-07,5.091941208476553e-07,7.609144357644097e-07,7.443601215736801
0.9999871959210953,0.000597256711256517,9.509934677069452e-05,0.005909021473325152,7.386420190765275e-10,0.0060675350653481095,2.334876141665509e-05,6.0265202352848565e-09,0.00011181078131143158,0.00044430719508392716,4.519563851819626e-07,5.182841610217699e-07,7.739755757014223e-07,7.387201445999288
0.9999870818133492,0.0006797845044955623,8.384697275440647e-05,0.0059468194114389505,8.333973911816032e-10,0.006087687767452147,2.082202783824466e-05,5.315550811264684e-09,9.921981818328581e-05,0.00045211263890975503,4.600279058389691e-07,5.272831490585806e-07,7.868557906716597e-07,7.3347832695062305
0.9999869705056581,0.0007665986290752554,7.44091017162046e-05,0.005977723902292781,9.330416347380882e-10,0.006103581900073745,1.8679055161271847e-05,4.724933987947706e-09,8.849609556606753e-05,0.00046131881862593197,4.6801263065548834e-07,5.361884471348101e-07,7.996241032049722e-07,7.285734334273406
0.999986799012514,0.0007993992883166776,7.305891692672746e-05,0.006048453384273781,9.57850210427314e-10,0.006173522518101084,1.85176711962777e-05,4.582387089473309e-09,8.803016689786778e-05,0.00047038559169044905,4.78566243278699e-07,5.450419409529367e-07,8.122732576274072e-07,7.274337684335713
0.9999866947771905,0.0008930104749437184,6.52040061914877e-05,0.0060696497414489525,1.0642082384208425e-09,0.006181848439908536,1.6690679637677874e-05,4.104462558797704e-09,7.881429892990708e-05,0.0004793758242811847,4.891587636152436e-07,5.538710860821824e-07,8.249490311975029e-07,7.228608621417364
0.9999865941732086,0.0009873544388205356,5.8702173456991454e-05,0.006086018575345757,1.1714592651612884e-09,0.006187467294733596,1.5166753222907274e-05,3.7110032991613873e-09,7.111267339799109e-05,0.0004882018243340883,4.997503033906265e-07,5.626129605243453e-07,8.375331480062794e-07,7.186908002767345
0.9999864996435668,0.0010833049459272723,5.312489081260646e-05,0.006096764725116079,1.2815901093512894e-09,0.006188887119221555,1.3850205292561282e-05,3.3764403704678374e-09,6.441988867009204e-05,0.000498293857836344,4.996840000629763e-07,5.711925561636069e-07,8.497331877732754e-07,7.147886006209925
0.9999864059761565,0.0011810300557767834,4.83333743671967e-05,0.006104624801004648,1.3939881194592739e-09,0.006188684842298622,1.2712059064910963e-05,3.089846873682622e-09,5.8634227305397664e-05,0.0005066273332084696,5.101927670876593e-07,5.796814094341899e-07,8.617501374160884e-07,7.111376040206596
0.9999863112449938,0.0012777634804841066,4.433215058320366e-05,0.006111887608574566,1.5043916400416693e-09,0.006189206549377261,1.1756732471184401e-05,2.8499025859417047e-09,5.380413034937951e-05,0.0005149402544542218,5.207807076948761e-07,5.88197551459854e-07,8.739600910112962e-07,7.078274160114517
0.9999862180777978,0.0013747422483799318,4.0863334397429165e-05,0.006117171766864517,1.6151908942619523e-09,0.006188618874795719,1.0924360111590811e-05,2.642290165889022e-09,4.959736060875037e-05,0.0005246719890755223,5.313680346067767e-07,5.96624551634289e-07,8.859917988362402e-07,7.0474111734383875
0.9999860616759965,0.0014084460676137087,4.067643896016675e-05,0.00617823645275363,1.6330276162102228e-09,0.006250082262830994,1.096629497348464e-05,2.6027914703390258e-09,4.9912250366545197e-05,0.0005325386274174074,5.313341423713044e-07,6.049702901835399e-07,8.97779177916246e-07,7.0426414339195444
0.9999859763408491,0.0015099194973058907,3.751951555875636e-05,0.006176836096538879,1.7494839587242153e-09,0.006243204947792914,1.0193255764484257e-05,2.4185822787922927e-09,4.5981670626744884e-05,0.0005419384036537114,5.419172355126001e-07,6.132587356143186e-07,9.096121608793729e-07,7.012724961305338
0.9999858917346431,0.0016110043409808073,3.4765179805345373e-05,0.006174425868772517,1.865715739765026e-09,0.006236004120872493,9.516137879048678e-06,2.2577694865000546e-09,4.254558428813403e-05,0.0005495806427811492,5.525012366336739e-07,6.21502654111032e-07,9.212754605373063e-07,6.98478941389446
0.9999858089091102,0.0017105748759793553,3.236635242702451e-05,0.006171138894844556,1.980469216800393e-09,0.0062285349114520345,8.9241222479905e-06,2.117625298807093e-09,3.954763495541273e-05,0.0005586627561898554,5.525092526224551e-07,6.296999761931563e-07,9.329244486770798e-07,6.958866756931278
0.9999857256658684,0.0018107056060273664,3.0220197006770345e-05,0.006167250246996317,2.0960350185778344e-09,0.0062208983942972215,8.392652877323873e-06,1.9920666330466177e-09,3.686294551464351e-05,0.0005675747041659804,5.630928221134188e-07,6.378091670081339e-07,9.443941394205943e-07,6.934236283008989
